
> rearvy2.0@0.1.2 dev:web
> cd website && npm run dev


> rearvy-website@0.1.2 dev
> next dev

▲ Next.js 16.2.6 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://172.20.10.2:3000
- Environments: .env.local
✓ Ready in 1112ms
Creating turbopack project { dir: 'C:\\Users\\sinaa\\rearvy2.0\\website', testMode: true }
 POST /api/internal/automaton 200 in 184ms (next.js: 16ms, application-code: 167ms)
 POST /api/internal/automaton 200 in 191ms (next.js: 26ms, application-code: 165ms)
 POST /api/internal/automaton 200 in 192ms (next.js: 35ms, application-code: 158ms)
 POST /api/internal/automaton 200 in 165ms (next.js: 22ms, application-code: 144ms)
 POST /api/internal/automaton 200 in 166ms (next.js: 31ms, application-code: 135ms)
 POST /api/internal/automaton 200 in 179ms (next.js: 40ms, application-code: 139ms)
 POST /api/internal/automaton 200 in 152ms (next.js: 11ms, application-code: 141ms)
 POST /api/internal/automaton 200 in 155ms (next.js: 17ms, application-code: 138ms)
 POST /api/internal/automaton 200 in 136ms (next.js: 31ms, application-code: 106ms)
 POST /api/internal/automaton 200 in 155ms (next.js: 11ms, application-code: 144ms)
 POST /api/internal/automaton 200 in 163ms (next.js: 21ms, application-code: 142ms)
 POST /api/internal/automaton 200 in 117ms (next.js: 3ms, application-code: 114ms)
 POST /api/internal/automaton 200 in 112ms (next.js: 2ms, application-code: 110ms)
 POST /api/internal/automaton 200 in 111ms (next.js: 3ms, application-code: 109ms)
 POST /api/internal/automaton 200 in 145ms (next.js: 3ms, application-code: 142ms)
 POST /api/internal/automaton 200 in 112ms (next.js: 2ms, application-code: 110ms)
 POST /api/internal/automaton 200 in 117ms (next.js: 3ms, application-code: 114ms)
 POST /api/internal/automaton 200 in 191ms (next.js: 4ms, application-code: 186ms)
 POST /api/internal/automaton 200 in 355ms (next.js: 11ms, application-code: 344ms)
 POST /api/internal/automaton 200 in 385ms (next.js: 58ms, application-code: 328ms)
 POST /api/internal/automaton 200 in 390ms (next.js: 23ms, application-code: 368ms)
 POST /api/internal/automaton 200 in 391ms (next.js: 40ms, application-code: 351ms)
 POST /api/internal/automaton 200 in 393ms (next.js: 32ms, application-code: 362ms)
 POST /api/internal/automaton 200 in 394ms (next.js: 47ms, application-code: 347ms)
 POST /api/internal/automaton 200 in 330ms (next.js: 15ms, application-code: 314ms)
 POST /api/internal/automaton 200 in 330ms (next.js: 24ms, application-code: 306ms)
 POST /api/internal/automaton 200 in 340ms (next.js: 32ms, application-code: 307ms)
 POST /api/internal/automaton 200 in 304ms (next.js: 19ms, application-code: 285ms)
 POST /api/internal/automaton 200 in 305ms (next.js: 30ms, application-code: 275ms)
 POST /api/internal/automaton 200 in 267ms (next.js: 41ms, application-code: 226ms)
 POST /api/internal/automaton 200 in 270ms (next.js: 32ms, application-code: 239ms)
 POST /api/internal/automaton 200 in 274ms (next.js: 23ms, application-code: 250ms)
 POST /api/internal/automaton 200 in 272ms (next.js: 56ms, application-code: 216ms)
 POST /api/internal/automaton 200 in 275ms (next.js: 49ms, application-code: 226ms)
 POST /api/internal/automaton 200 in 279ms (next.js: 46ms, application-code: 233ms)
 POST /api/internal/automaton 200 in 282ms (next.js: 53ms, application-code: 229ms)
 POST /api/internal/automaton 200 in 285ms (next.js: 37ms, application-code: 248ms)
 POST /api/internal/automaton 200 in 286ms (next.js: 62ms, application-code: 224ms)
